Category,Tender Number,Tender Description,Advertised,Closing,Organ Of State,Tender Type,Province,"Place where goods, works or services are required",Special Conditions,Contact Person,Email,Telephone number,FAX Number,Is there a briefing session?,Is it compulsory?,Briefing Date and Time,Briefing Venue,eSubmission,Two Envelope Submission,Source URL,Tender ID,Source
Municipal,MBH-17492,Mbhashe Municipality Live On-Site Auction Dispatch 100×158 Final Final,21/07/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mbashe-municipality-live-on-site-auction_dispatch-100x158_final-final/,17492,Mbhashe
Municipal,MBH-15959,Special Council Meeting Notice- 27 FEB 2024,21/02/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-notice-27-feb-2024/,15959,Mbhashe
Municipal,MBH-3399,Ms Mqoqi-Snr Manager Infra,20/10/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/ms-mqoqi-snr-manager-infra/,3399,Mbhashe
Municipal,MBH-3397,Mr Sikobi- CFO,20/10/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mr-sikobi-cfo/,3397,Mbhashe
Municipal,MBH-3395,Mr Poswa-Municipal Manager,20/10/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mr-poswa-municipal-manager/,3395,Mbhashe
Municipal,MBH-3393,Mr Nini Perfomance agreement,20/10/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mr-nini-perfomance-agreement/,3393,Mbhashe
Municipal,MBH-3391,Mr Nako-SNR Manager OPS,20/10/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mr-nako-snr-manager-ops/,3391,Mbhashe
Municipal,MBH-3389,MR Mtongana- SNR Manager Com,20/10/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mr-mtongana-snr-manager-com/,3389,Mbhashe
Municipal,MBH-3266,Bomvana Heritage Festival,20/09/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/bomvana-heritage-festival/,3266,Mbhashe
Municipal,MBH-3264,Vulture Awareness,20/09/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/vulture-awareness/,3264,Mbhashe
Municipal,MBH-7301,CAPTURING OF CORDINATES IN MUNICIPAL PROPERTIES,20/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/capturing-of-cordinates-in-municpl-properties/,7301,Mbhashe
Municipal,MBH-3078,Erratum,20/07/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/erratum/,3078,Mbhashe
Municipal,MBH-7135,Construction of Town to Ntlulabokhwe Access Road,20/06/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-town-to-ntlulabokhwe-access-road/,7135,Mbhashe
Municipal,MBH-7133,Construction of Nohesha to Matyhameni Access Road,20/06/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-nohesha-to-matyhameni-access-road/,7133,Mbhashe
Municipal,MBH-7131,Construction of Mqhele to Mrhabe Access Road & Mbelo Access Road,20/06/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-mqhele-to-mrhabe-access-road-mbelo-access-road/,7131,Mbhashe
Municipal,MBH-10495,Construction of Mqhele to Mrhabe Access Road & Mbelo Access Road,20/06/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-mqhele-to-mrhabe-access-road-mbelo-access-road-2/,10495,Mbhashe
Municipal,MBH-2877,Building of Municipal Offices,20/05/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/building-of-municipal-offices/,2877,Mbhashe
Municipal,MBH-2874,Erratum for Rezoning and Re validation,20/05/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/erratum-for-rezoning-and-revalidation-1/,2874,Mbhashe
Municipal,MBH-10330,HUMAN RIGHTS FOR WATER & SANITATION 2017,20/03/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/human-rights-for-water-sanitation-2017-2/,10330,Mbhashe
Municipal,MBH-3671,HUMAN RIGHTS FOR WATER & SANITATION 2017,20/03/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/human-rights-for-water-sanitation-2017/,3671,Mbhashe
Municipal,MBH-7610,SUPPLY AND DELIVERY OF ELECTRICAL MATERIAL AND BACKUP SERVICES FOR A PERIOD OF 3 YEARS,20/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-electrical-material-and-backup-services-for-a-period-of-3-years/,7610,Mbhashe
Municipal,MBH-7615,GENERAL VALUATION ROLL(2020-2025),20/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/general-valuation-roll2020-2025/,7615,Mbhashe
Municipal,MBH-7612,ADVERT OF THE PUBLIC NOTICE FOR THE INSPECTION OF VALLUATION ROLL FOR (2020-2025) AND LOGDING OF OBJECTIONS,20/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-of-the-public-notice-for-the-inspection-of-valluation-roll-for-2020-2025-and-logding-of-objections/,7612,Mbhashe
Municipal,MBH-3607,Advert for Communications manager,20/02/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-communications-manager/,3607,Mbhashe
Municipal,MBH-16816,SMME Poster,19/11/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/smme-poster/,16816,Mbhashe
Municipal,MBH-7481,"Supply,Delivery and Installation of Soccer and Netball poles for Willowvale and Elliotdale Units",19/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-from-local-boxing-promoters-for-organising-mbhashe-developmental-boxing-tournament/,7481,Mbhashe
Municipal,MBH-7478,Proposals for Tenza Beach festival,19/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-tenza-beach-festival/,7478,Mbhashe
Municipal,MBH-7475,In -house Training for 15 Qatywa Community Trust Members,19/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/in-house-training-for-15-qatywa-community-trust-members/,7475,Mbhashe
Municipal,MBH-7486,Proposal for Local Boxing promoters for Organising Mbhashe Developmental Boxing Tournament,19/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposal-for-local-boxing-promoters-for-organising-mbhashe-developmental-boxing-tournament/,7486,Mbhashe
Municipal,MBH-7578,Supply and delivery of drinkable water,19/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-drinkable-water/,7578,Mbhashe
Municipal,MBH-3386,Mayoral Imbizo Invitation,19/10/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mayoral-imbizo-invitation/,3386,Mbhashe
Municipal,MBH-10499,Construction of Dutch Community Hall and Supply & Delivery of Electrical Material,19/09/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-dutch-community-hall-and-supply-delivery-of-electrical-material-2/,10499,Mbhashe
Municipal,MBH-7370,Construction of Dutch Community Hall and Supply & Delivery of Electrical Material,19/09/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-dutch-community-hall-and-supply-delivery-of-electrical-material/,7370,Mbhashe
Municipal,MBH-10323,Advert for the Supply Delivery of two (02) SUV's,19/08/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-supply-delivery-of-two-02-suvs-2/,10323,Mbhashe
Municipal,MBH-3173,Advert for the Supply Delivery of two (02) SUV’s,19/08/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-supply-delivery-of-two-02-suvs/,3173,Mbhashe
Municipal,MBH-4881,Construction of Tayi to Qwili Access Road,19/07/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-tayi-to-qwili-access-road/,4881,Mbhashe
Municipal,MBH-4879,Upgrade of Ngumbela Sport Facility,19/07/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/upgrade-of-ngumbela-sport-facility/,4879,Mbhashe
Municipal,MBH-4877,Construction of Lencane to Newtown Access Road,19/07/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-lencane-to-newtown-access-road/,4877,Mbhashe
Municipal,MBH-4875,Construction of Laza to Makaka Access Road,19/07/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-laza-to-makaka-access-road/,4875,Mbhashe
Municipal,MBH-7620,PROPOSALS FOR WORKSTUDY ACTIVITY FOR THREE MONTHS,19/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-workstudy-activity-for-three-months/,7620,Mbhashe
Municipal,MBH-3531,War rooms advert,19/01/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/war-rooms-advert/,3531,Mbhashe
Municipal,MBH-10327,Supply & Delivery of Vegetable seedlings and Stock remedy,18/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-of-vegetable-seedlings-and-stock-remedy-2/,10327,Mbhashe
Municipal,MBH-3453,Supply & Delivery of Vegetable seedlings and Stock remedy,18/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-of-vegetable-seedlings-and-stock-remedy/,3453,Mbhashe
Municipal,MBH-10324,Supply & Delivery of Cleaning Material,18/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-of-cleaning-material-2/,10324,Mbhashe
Municipal,MBH-3446,Supply & Delivery of Cleaning Material,18/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-of-cleaning-material/,3446,Mbhashe
Municipal,MBH-2519,Price Schedule_Talemofu AR,18/11/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/price-schedule_talemofu-ar/,2519,Mbhashe
Municipal,MBH-2517,Price Schedule_Qinqana Bridge,18/11/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/price-schedule_qinqana-bridge/,2517,Mbhashe
Municipal,MBH-2515,Price Schedule_Pewula access road,18/11/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/price-schedule_pewula-access-road/,2515,Mbhashe
Municipal,MBH-2512,price schedule_Nonqubela access road,18/11/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/price-schedule_nonqubela-access-road/,2512,Mbhashe
Municipal,MBH-7444,SCHEDULE FOR MPAC ROAD SHOWS,18/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/schedule-for-mpac-road-shows/,7444,Mbhashe
Municipal,MBH-3157,MEDIA STATEMENT 1ST council meeting,18/08/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/media-statement-1st-council-meeting/,3157,Mbhashe
Municipal,MBH-17488,Special Council Meeting,18/07/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-5/,17488,Mbhashe
Municipal,MBH-4421,CONSTRUCTION OF QINQANA BRIDGE IN WARD 17 -PHASE 2,18/07/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-qinqana-bridge-in-ward-17-phase-2/,4421,Mbhashe
Municipal,MBH-3062,LOCAL ELECTIONS TO BE HELD ON 3 AUGUST,18/07/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/local-elections-to-be-held-on-3-august/,3062,Mbhashe
Municipal,MBH-3056,SDBIP 2016-17,18/07/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/sdbip-2016-17/,3056,Mbhashe
Municipal,MBH-3059,Advert for Auction Services and Provision of Travel and Accommodation services,18/07/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-auction-services-and-provision-of-travel-and-accommodation-services/,3059,Mbhashe
Municipal,MBH-16302,Elevate your Networking Business Career – 20 June 2024,18/06/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/elevate-your-networking-business-career-20-june-2024/,16302,Mbhashe
Municipal,MBH-16299,Special Council Meeting Notice- 26 June 2024,18/06/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-notice-26-june-2024/,16299,Mbhashe
Municipal,MBH-4792,Service and Repairs of Earthmoving Machinery for a period of three (03) years,18/05/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/service-and-repairs-of-earthmoving-machinery-for-a-period-of-three-03-years/,4792,Mbhashe
Municipal,MBH-4788,Hiring of Back-Up Construction Machinery for a period of three (03) years,18/05/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/hiring-of-back-up-construction-machinery-for-a-period-of-three-03-years/,4788,Mbhashe
Municipal,MBH-1713,Register Of Advertised Bids Awarded (+200 000) For 2014/2015,18/05/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/register-of-advertised-bids-awarded-200-000-for-20142015/,1713,Mbhashe
Municipal,TICE,Mbhashe GRAVEL ROADS PHASE 3 Tender Notice,18/02/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mbhashe-gravel-roads-phase-3-tender-notice/,2704,Mbhashe
Municipal,TICE,Mbhashe GRAVEL ROADS PHASE 2 Tender Notice,18/02/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mbhashe-gravel-roads-phase-2-tender-notice/,2702,Mbhashe
Municipal,MBH-2588,Oversight Report (2014-2015),17/12/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/oversight-report-2014-2015/,2588,Mbhashe
Municipal,MBH-10325,Supply & Installation of Street Names & Road Traffic Signs at Dutywa Town.,17/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-installation-of-street-names-road-traffic-signs-at-dutywa-town-3/,10325,Mbhashe
Municipal,MBH-3458,Supply & Installation of Street Names & Road Traffic Signs at Dutywa Town.,17/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-installation-of-street-names-road-traffic-signs-at-dutywa-town/,3458,Mbhashe
Municipal,MBH-10326,Supply & Installation of Street Names & Road Traffic Signs at Dutywa Town.,17/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-installation-of-street-names-road-traffic-signs-at-dutywa-town-2-2/,10326,Mbhashe
Municipal,MBH-3460,Supply & Installation of Street Names & Road Traffic Signs at Dutywa Town.,17/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-installation-of-street-names-road-traffic-signs-at-dutywa-town-2/,3460,Mbhashe
Municipal,MBH-7423,Supply and Delivery of Low-bed Trailer and Supply and Installation of Generators,17/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-low-bed-trailer-and-supply-and-installation-of-generators/,7423,Mbhashe
Municipal,MBH-7421,Auction Services for a period of three (03) years,17/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/auction-services-for-a-period-of-three-03-years/,7421,Mbhashe
Municipal,MBH-10500,Supply & Installation of Generators and Supply and Delivery of Low-bed Trailer,17/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-installation-of-generators-and-supply-and-delivery-of-low-bed-trailer-2/,10500,Mbhashe
Municipal,MBH-7419,Supply & Installation of Generators and Supply and Delivery of Low-bed Trailer,17/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-installation-of-generators-and-supply-and-delivery-of-low-bed-trailer/,7419,Mbhashe
Municipal,MBH-17680,SV4 Signed Notice,17/09/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/sv4-signed-notice/,17680,Mbhashe
Municipal,MBH-17677,Mbhashe_SV04_Roll_No_Owners(2025-06-20)-5,17/09/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mbhashe_sv04_roll_no_owners2025-06-20-5/,17677,Mbhashe
Municipal,MBH-7580,Supply and delivery of stationery,17/09/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-stationery-2/,7580,Mbhashe
Municipal,MBH-7367,SUPPLY AND DELIVERY OF DIARIES AND CALENDARS,17/09/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-diaries/,7367,Mbhashe
Municipal,MBH-7365,SUPPLY AND INSTALLATION OF FIBRE DATA POINTS,17/09/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-of-fibre-data-points/,7365,Mbhashe
Municipal,MBH-7362,TRAINING OF MUNICIPAL ELECTRICAL PERSONNEL,17/09/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-municipal-electrical-personnel/,7362,Mbhashe
Municipal,MBH-17430,Adoption of Final Integrated Development Plan (IDP) Final Budget Final Tariff Structure For 2025/2026 Financial Year,17/06/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/adoption-of-final-intergrated-development-plan-idp-final-budget-final-tariff-structure-for-20252026-financial-year/,17430,Mbhashe
Municipal,MBH-3656,Erratum Provision of Security Services for a period of three (03) years,17/03/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-of-security-services-for-a-period-of-three-03-years/,3656,Mbhashe
Municipal,MBH-1523,ADVERT FOR CFO AND Director – Corporate Services 12 February 2015,17/02/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-cfo-and-director-corporate-services-12-february-2015/,1523,Mbhashe
Municipal,MBH-5350,Construction of piggery structure,16/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-piggery-structure/,5350,Mbhashe
Municipal,MBH-4971,Supply and Delivery of Cleaning Material for a period of three (03) years,16/08/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-cleaning-material-for-a-period-of-three-03-years/,4971,Mbhashe
Municipal,MBH-4968,Supply and Installation of High Mast Lights,16/08/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-of-high-mast-lights/,4968,Mbhashe
Municipal,MBH-4983,Contracting of Occupational Health and Safety (OHS) for a period of three (03) years,16/08/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/contracting-of-occupational-health-and-safety-ohs-for-a-period-of-three-03-years/,4983,Mbhashe
Municipal,MBH-4981,"Proposal for the Printing Solution, Shredder and Document Management for a period of three (03) years",16/08/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposal-for-the-printing-solution-shredder-and-document-management-for-a-period-of-three-03-years/,4981,Mbhashe
Municipal,MBH-4978,Supply and Delivery of Storm-Water pipe culverts for a period of three (03) years,16/08/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-storm-water-pipe-culverts-for-a-period-of-three-03-years/,4978,Mbhashe
Municipal,MBH-4976,Service and Repairs of Earth-moving Machinery for a period of three (03) years,16/08/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/service-and-repairs-of-earth-moving-machinery-for-a-period-of-three-03-years/,4976,Mbhashe
Municipal,MBH-4974,Hiring of Back-up Construction Machinery for a period of three (03) years,16/08/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/hiring-of-back-up-construction-machinery-for-a-period-of-three-03-years-2/,4974,Mbhashe
Municipal,MBH-3155,Mgwebi advert,16/08/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mgwebi-advert/,3155,Mbhashe
Municipal,MBH-3153,Notice – First council meeting,16/08/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/notice-first-council-meeting/,3153,Mbhashe
