Category,Tender Number,Tender Description,Advertised,Closing,Organ Of State,Tender Type,Province,"Place where goods, works or services are required",Special Conditions,Contact Person,Email,Telephone number,FAX Number,Is there a briefing session?,Is it compulsory?,Briefing Date and Time,Briefing Venue,eSubmission,Two Envelope Submission,Source URL,Tender ID,Source
Municipal,MBH-17451,Extension Of Validity Period On Granting Of Amnesty For Submission Of Building Plans,30/06/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/extension-of-validity-period-on-granting-of-amnesty-for-submission-of-building-plans-under-media-public-notices/,17451,Mbhashe
Municipal,MBH-7102,"Provision of Auction Services, Supply and Installation of Fibre & Datapoints",30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-of-auction-services-supply-and-installation-of-fibre-datapoints/,7102,Mbhashe
Municipal,MBH-10493,"Provision of Auction Services, Supply and Installation of Fibre & Datapoints",30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-of-auction-services-supply-and-installation-of-fibre-datapoints-2/,10493,Mbhashe
Municipal,MBH-7100,"Provision of Travel and Accommodation Services, Provision & Deployment of Traffic Management System",30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-of-travel-and-accommodation-services-provision-deployment-of-traffic-management-system/,7100,Mbhashe
Municipal,MBH-10492,"Provision of Travel and Accommodation Services, Provision & Deployment of Traffic Management System",30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-of-travel-and-accommodation-services-provision-deployment-of-traffic-management-system-2/,10492,Mbhashe
Municipal,MBH-7096,"Supply and Delivery of Protective Clothing, Supply, Delivery & Repairs of ICT Equipment",30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-protective-clothing-supply-delivery-repairs-of-ict-equipment/,7096,Mbhashe
Municipal,MBH-10491,"Supply and Delivery of Protective Clothing, Supply, Delivery & Repairs of ICT Equipment",30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-protective-clothing-supply-delivery-repairs-of-ict-equipment-2/,10491,Mbhashe
Municipal,MBH-7094,Supply and Delivery of Electrical Material and Back-up services,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-electrical-material-and-back-up-services/,7094,Mbhashe
Municipal,MBH-7122,Supply and delivery of Construction material for Ntlahlane Cattle race,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-elivery-of-construction-material-for-ntlahlane-cattle-race/,7122,Mbhashe
Municipal,MBH-7119,Supply and delivery of Uniform for Traffic & Law enforcement officers,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-uniform-for-traffic-law-enforcement-officers/,7119,Mbhashe
Municipal,MBH-10494,Supply and delivery of Uniform for Traffic & Law enforcement officers,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-uniform-for-traffic-law-enforcement-officers-2/,10494,Mbhashe
Municipal,MBH-7117,Supply and delivery of life guards equipment,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-life-guards-equipment/,7117,Mbhashe
Municipal,MBH-7114,Supply and delivery of 32 Round tables and 32 Rectangular tables for Mbhashe Town halls,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-32-round-tables-and-32-rectangular-tables-for-mbhashe-town-halls/,7114,Mbhashe
Municipal,MBH-7112,Supply and delivery of Community hall chairs,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-community-hall-chairs-2/,7112,Mbhashe
Municipal,MBH-7109,Supply and delivery of Electrical Material,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-electrical-material/,7109,Mbhashe
Municipal,MBH-7106,Supply and delivery of Lemon grass seedlings for Bulungula Essential oils,30/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-lemon-grass-seedlings-for-bulungula-essential-oils/,7106,Mbhashe
Municipal,MBH-5326,"Panel of Professional Services (Civil, Building and Environmental)- (Environmental Consultants)",30/05/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/panel-of-professional-services-civil-building-and-environmental-environmental-consultants/,5326,Mbhashe
Municipal,MBH-2903,Erratum for Building of offices,30/05/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/erratum-for-building-of-offices/,2903,Mbhashe
Municipal,MBH-2901,Construction of Nombulelo Access road.,30/05/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-nombulelo-access-road/,2901,Mbhashe
Municipal,MBH-17329,Ward Delimitation Meeting,30/04/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/17329-2/,17329,Mbhashe
Municipal,MBH-17326,Ward Delimitation Meeting,30/04/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/17326-2/,17326,Mbhashe
Municipal,MBH-17323,Ward Delimitation Meeting,30/04/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/17323-2/,17323,Mbhashe
Municipal,MBH-7145,Supply and delivery of 50 First Aid Boxes,30/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-50-first-aid-boxes/,7145,Mbhashe
Municipal,MBH-4760,"Supply, Delivery and Installation of Christmas Decoration Lights",29/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-and-installation-of-christmas-decoration-lights/,4760,Mbhashe
Municipal,MBH-16617,Special Council Meeting,29/10/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting/,16617,Mbhashe
Municipal,MBH-5357,PROPOSALS FROM LOCAL BOXING PROMOTERS FOR ORGANISING INTERNATIONAL TITLE FIGHT,29/10/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-from-local-boxing-promoters-for-organising-international-title-fight/,5357,Mbhashe
Municipal,MBH-7323,Ward 13 Sport Facility erratum,29/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/ward-13-sport-facility-erratum/,7323,Mbhashe
Municipal,MBH-7321,Panel of Training Providers for a period of three (03) years,29/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/panel-of-training-providers-for-a-period-of-three-03-years/,7321,Mbhashe
Municipal,MBH-7319,Supply and Delivery of Infrastructure Material for a period of two (02) years,29/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-infrastructure-material-for-a-period-of-two-02-years-2/,7319,Mbhashe
Municipal,MBH-7317,Supply and Delivery of Protective Clothing for Infrastructure,29/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-protective-clothing-for-infrastructure-2/,7317,Mbhashe
Municipal,MBH-7583,Supply and delivery of community hall chairs,29/08/2010,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-community-hall-chairs-3/,7583,Mbhashe
Municipal,MBH-1484,Mbhashe LM Ordinary Council Meeting,29/01/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mbhashe-lm-ordinary-council-meeting/,1484,Mbhashe
Municipal,MBH-7513,"UPGRADING,HOSTING AND MAINTAINING OF MBHASHE LM WEBSITE",28/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/upgradinghosting-and-maintaining-of-mbhashe-lm-website/,7513,Mbhashe
Municipal,MBH-7509,SUPPLY AND DELIVERY OF CONTENTS FOR COMMUNICATIONS OFFICE,28/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-contents-for-communications-ofifice/,7509,Mbhashe
Municipal,MBH-17770,Notice to all members of the public who have purchased land that has not been transferred to their names for ownership in Dutywa Elliotdale and Willowvale,28/10/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/notice-to-all-members-of-the-public-who-have-purchased-land-that-has-not-been-tranferred-to-therir-names-for-ownership-in-dutywa-elliotdale-and-willowvale/,17770,Mbhashe
Municipal,MBH-4762,"Supply, Installation of tyre Machinery and Hiring of Back-Up Machinery.",28/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-installation-of-tyre-machinery-and-hiring-of-back-up-machinery/,4762,Mbhashe
Municipal,MBH-4758,Advert for the Supply & Delivery of Christmas Lights Material and Hiring of Back-Up Machinery,28/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-supply-delivery-of-christmas-lights-material-and-hiring-of-back-up-machinery/,4758,Mbhashe
Municipal,MBH-10336,Advert for the Supply & Delivery of Christmas Lights Material and Hiring of Back-Up Machinery,28/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-supply-delivery-of-christmas-lights-material-and-hiring-of-back-up-machinery-2/,10336,Mbhashe
Municipal,MBH-4604,Erratum for Construction of Xuba and Phathilizwe Community Hall,28/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/erratum-for-construction-of-xuba-and-phathilizwe-community-hall/,4604,Mbhashe
Municipal,MBH-4756,Advert for the Supply and Delivery of Storm water pipe Culvert,28/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-supply-and-delivery-of-storm-water-pipe-culvert/,4756,Mbhashe
Municipal,MBH-2925,Wheelie Bins advert,28/04/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/wheelie-bins-advert/,2925,Mbhashe
Municipal,MBH-17180,NOTICE AND INVITATION TO THE IDP/BUDGET/PMS REPRESENTATIVE FORUM MEETING,28/02/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/notice-and-invitation-to-the-idp-budget-pms-representative-forum-meeting/,17180,Mbhashe
Municipal,MBH-17177,ADOPTION OF ADJUSTMENT BUDGET FOR 2024/2025 FINANCIAL YEAR,28/02/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/adoption-of-adjustment-budget-for-2024-2025-financial-year-under-media-public-notices/,17177,Mbhashe
Municipal,MBH-17174,Adjusted 2024/2025 Service Delivery and Budget Implementation Plan(SDBIP),28/02/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/adjusted-2024-2025-service-delivery-and-budget-implementation-plansdbip/,17174,Mbhashe
Municipal,MBH-5313,Branding of Municipal Assets & Properties,27/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/branding-of-municipal-assets-properties/,5313,Mbhashe
Municipal,MBH-10484,Branding of Municipal Assets & Properties,27/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/branding-of-municipal-assets-properties-2/,10484,Mbhashe
Municipal,MBH-4905,"Supply, Delivery, Installation of Water tanks and Construction of stands",27/10/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-installation-of-water-tanks-and-construction-of-stands/,4905,Mbhashe
Municipal,MBH-4606,Leasing of Shredder for a period of three (03) years,27/10/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/leasing-of-shredder-for-a-period-of-three-03-years/,4606,Mbhashe
Municipal,MBH-4448,TRAINING OF WARD COMMITTEES,27/10/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-ward-committees/,4448,Mbhashe
Municipal,MBH-4446,LEASING OF SHREDDER,27/10/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/leasing-of-shredder/,4446,Mbhashe
Municipal,MBH-4444,CONTRACTING OF COIDA & OHS SERVICE PROVIDER,27/10/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/contracting-of-coida-ohs-service-provider/,4444,Mbhashe
Municipal,MBH-10337,CONTRACTING OF COIDA & OHS SERVICE PROVIDER,27/10/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/contracting-of-coida-ohs-service-provider-2/,10337,Mbhashe
Municipal,MBH-5039,Hiring of Construction back-up Machinery for a period of three (03) years,27/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/hiring-of-construction-back-up-machinery-for-a-period-of-three-03-years/,5039,Mbhashe
Municipal,MBH-5037,Advert for the Service and Repairs of Earth-moving Machinery,27/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-service-and-repairs-of-earth-moving-machinery/,5037,Mbhashe
Municipal,MBH-5035,Advert for the Supply and Delivery of Storm Water for A period of three (03) years,27/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-supply-and-delivery-of-storm-water-for-a-period-of-three-03-years/,5035,Mbhashe
Municipal,MBH-5033,Advert for the Construction of Mndwaka Community Hall,27/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-construction-of-mndwaka-community-hall/,5033,Mbhashe
Municipal,MBH-5031,Advert for the Christmas Decoration Lights for a period of three (03) years,27/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-christmas-decoration-lights-for-a-period-of-three-03-years/,5031,Mbhashe
Municipal,MBH-5029,"Advert for the Printing Solution, Shredder and Document Management for a period of three (03) years",27/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-printing-solution-shredder-and-document-management-for-a-period-of-three-03-years/,5029,Mbhashe
Municipal,MBH-5322,Hiring of Back-Up Construction Machinery for a period of three (03) years,27/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/hiring-of-back-up-construction-machinery-for-a-period-of-three-03-years-3/,5322,Mbhashe
Municipal,MBH-4430,CONSTRUCTION OF XUBA AND PHATHILIZWE COMMUNITY HALLS,27/07/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-xuba-and-phathilizwe-community-halls/,4430,Mbhashe
Municipal,MBH-4596,Construction of Xuba and Phathilizwe Community Hall,27/07/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-xuba-and-phathilizwe-community-hall/,4596,Mbhashe
Municipal,MBH-7634,"SUPPLY, DELIVERY AND INSTALLATION OF GENERATORS",27/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-and-installation-of-generators/,7634,Mbhashe
Municipal,MBH-7632,SUPPLY AND INSTALLATION OF GENERATORS,27/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-of-generators/,7632,Mbhashe
Municipal,MBH-7629,PROPOSALS FOR IN HOUSE TRAINING OF 15 QATYWA COMMUNITY TRUST MEMBERS FOR 1 DAY,27/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-in-house-training-of-15-qatywa-community-trust-members-for-1-day/,7629,Mbhashe
Municipal,MBH-7627,PROPOSALS OF EXHIBITON STALL FOR 2020 TOURISM INDABA,27/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-of-exhibiton-stall-for-2020-tourism-indaba/,7627,Mbhashe
Municipal,MBH-7625,PROPOSALS FOR DEVELOPING OF INVESTMENT LED BOOKLET AND DVD,27/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-developing-of-investment-led-booklet-and-dvd/,7625,Mbhashe
Municipal,MBH-5383,"Supply and delivery of name tags and corporate bags for Officials, Ward Councillors and Ward Committees",27/02/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-name-tags-and-corporate-bags-for-officials-ward-councillors-and-ward-committees/,5383,Mbhashe
Municipal,MBH-10487,Removal of Alien Tree in Willowvale (Transido& Business Sites),27/02/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/removal-of-alien-tree-in-willowvale-transido-business-sites-2/,10487,Mbhashe
Municipal,MBH-5380,Removal of Alien Tree in Willowvale (Transido& Business Sites),27/02/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/removal-of-alien-tree-in-willowvale-transido-business-sites/,5380,Mbhashe
Municipal,MBH-5378,"Upgrading, supporting, Hosting and Maintenance of Mbhashe Local Municipality Website for one (01) year",27/02/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/upgrading-supporting-hosting-and-maintenance-of-mbhashe-local-municipality-website-for-one-01-year/,5378,Mbhashe
Municipal,MBH-4966,Supply and Delivery of Community Hall Chairs and Email Solution,27/02/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-community-hall-chairs-and-email-solution/,4966,Mbhashe
Municipal,MBH-17005,Special Council Meeting,27/01/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-2/,17005,Mbhashe
Municipal,MBH-17000,Debt incentive scheme,27/01/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/debt-incentive-scheme/,17000,Mbhashe
Municipal,MBH-4472,Victims of violence and abuse are protected and have legal recourse against their perpetrators .,26/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/16-days-of-activism-for-no-violence-against-women-and-children/,4472,Mbhashe
Municipal,MBH-5177,About the Los Angeles Auto Show and AutoMobil,26/10/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/about-the-los-angeles-auto-show-and-automobil/,5177,Mbhashe
Municipal,MBH-5149,"About 3650 REIT 3650 (""Thirty-Six Fifty"") REI",26/10/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/about-3650-reit-3650-thirty-six-fifty-rei/,5149,Mbhashe
Municipal,MBH-5101,The IELTS partners are committed to continuou,26/10/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/the-ielts-partners-are-committed-to-continuou/,5101,Mbhashe
Municipal,MBH-3755,"Supply, Delivery and erection of Heritage Sites",26/09/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-and-erection-of-heritage-sites/,3755,Mbhashe
Municipal,MBH-4938,Construction of Ward 13 Sport Facility,26/07/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-ward-13-sport-facility-3/,4938,Mbhashe
Municipal,MBH-1722,FINAL MBHASHE LOCAL MUNICIPALITY MAYORS CUP,26/05/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/final-mbhashe-local-municipality-mayors-cup/,1722,Mbhashe
Municipal,MBH-4250,Closing register for the Provision of Security Services for a period of three (03) years,26/04/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/closing-register-for-the-provision-of-security-services-for-a-period-of-three-03-years/,4250,Mbhashe
Municipal,MBH-4898,Supply and delivery of Gazebo Tents,26/01/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-gazebo-tents-2/,4898,Mbhashe
Municipal,MBH-17808,IXESHA LOLWALUKO LWASEHLOTYENI KUNYAKA KA-2025,25/11/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/ixesha-lolwaluko-lwasehlotyeni-kunyaka-ka-2025/,17808,Mbhashe
Municipal,MBH-17804,Ordinary Council Meeting,25/11/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/ordinary-council-meeting/,17804,Mbhashe
Municipal,MBH-17801,No Pens Down Party,25/11/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/no-pens-down-party/,17801,Mbhashe
Municipal,MBH-5366,Development of greening strategy,25/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/development-of-greening-strategy/,5366,Mbhashe
Municipal,MBH-5362,"Supply, Delivery and installation of concrete Bins",25/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-and-installation-of-concrete-bins/,5362,Mbhashe
